,rfid,animal_id_given_by_breeder,sex,cohort,site,escalation_of_heroin_intake_12h,total_heroin_consumption,bp,tail_flick_bl2,regressedlr_cluster,regressedlr_1vAll_cluster_1,regressedlr_1vAll_cluster_2,regressedlr_1vAll_cluster_3,surgery_weight,room_box
848,933000320499951,KAL488,F,MUSC13,MUSC,67.0,2500.0,2.0,2.325,3.0,0.0,0.0,1.0,202.0,R_3
849,933000320500338,KAL489,M,MUSC13,MUSC,47.0,2480.0,1.0,1.95,3.0,0.0,0.0,1.0,332.0,R_1
850,933000320500339,KAL490,M,MUSC13,MUSC,107.0,1580.0,2.0,2.35,3.0,0.0,0.0,1.0,280.0,R_1
851,933000320500344,KAL491,F,MUSC13,MUSC,120.0,4900.0,4.0,2.0,3.0,0.0,0.0,1.0,191.0,R_3
852,933000320500325,KAL498,M,MUSC13,MUSC,-153.0,4760.0,2.0,2.6,3.0,0.0,0.0,1.0,287.0,R_1
853,933000320500316,KAL500,F,MUSC13,MUSC,-113.0,7260.0,9.0,2.3,3.0,0.0,0.0,1.0,180.0,R_3
854,933000320500117,KAL501,M,MUSC13,MUSC,-93.0,1280.0,1.0,1.975,3.0,0.0,0.0,1.0,305.0,R_2
855,933000320500124,KAL502,M,MUSC13,MUSC,-53.0,4020.0,2.0,1.95,3.0,0.0,0.0,1.0,246.0,R_2
856,933000320500125,KAL504,F,MUSC13,MUSC,80.0,1480.0,2.0,2.15,3.0,0.0,0.0,1.0,143.0,R_4
857,933000320500104,KAL505,M,MUSC13,MUSC,-113.0,2720.0,1.0,2.625,3.0,0.0,0.0,1.0,301.0,L_2
858,933000320500102,KAL508,F,MUSC13,MUSC,233.0,8720.0,6.0,1.6,3.0,0.0,0.0,1.0,198.0,L_4
859,933000320500310,KAL512,F,MUSC13,MUSC,213.0,6380.0,9.0,2.4,3.0,0.0,0.0,1.0,190.0,L_4
860,933000320500405,KAL521,M,MUSC14,MUSC,333.0,3460.0,6.0,2.175,3.0,0.0,0.0,1.0,286.0,R_1
861,933000320500392,KAL528,F,MUSC14,MUSC,100.0,3080.0,6.0,1.125,3.0,0.0,0.0,1.0,170.0,R_3
862,933000320500383,KAL529,M,MUSC14,MUSC,-160.0,3500.0,4.0,2.0,3.0,0.0,0.0,1.0,319.0,R_1
863,933000320500398,KAL531,F,MUSC14,MUSC,100.0,3140.0,4.0,2.175,3.0,0.0,0.0,1.0,185.0,R_3
864,933000320500028,KAL552,F,MUSC14,MUSC,193.0,5100.0,0.0,2.125,3.0,0.0,0.0,1.0,165.0,L_4
865,933000320524199,KAL562,M,MUSC15,MUSC,360.0,4560.0,2.0,2.0,3.0,0.0,0.0,1.0,284.0,R_1
866,933000320524420,KAL569,M,MUSC15,MUSC,-80.0,2900.0,2.0,1.625,3.0,0.0,0.0,1.0,300.0,R_1
867,933000320524178,KAL570,M,MUSC15,MUSC,-20.0,5300.0,6.0,2.25,3.0,0.0,0.0,1.0,250.0,R_1
868,933000320524177,KAL571,F,MUSC15,MUSC,426.67,2440.0,9.0,2.375,3.0,0.0,0.0,1.0,192.0,R_3
869,933000320524176,KAL572,F,MUSC15,MUSC,193.33,3560.0,2.0,2.6,3.0,0.0,0.0,1.0,160.0,R_3
870,933000320524410,KAL574,M,MUSC15,MUSC,-20.0,780.0,2.0,2.725,3.0,0.0,0.0,1.0,311.0,R_1
871,933000320524401,KAL577,M,MUSC15,MUSC,173.33,4400.0,9.0,2.275,3.0,0.0,0.0,1.0,268.0,R_1
872,933000320524322,KAL579,F,MUSC15,MUSC,360.0,4060.0,2.0,2.025,3.0,0.0,0.0,1.0,171.0,R_3
873,933000320524312,KAL581,M,MUSC15,MUSC,-60.0,3820.0,2.0,2.3,3.0,0.0,0.0,1.0,269.0,R_2
874,933000320524303,KAL582,M,MUSC15,MUSC,-93.33,5000.0,2.0,2.25,3.0,0.0,0.0,1.0,286.0,R_2
875,933000320524302,KAL583,F,MUSC15,MUSC,440.0,5040.0,9.0,2.175,3.0,0.0,0.0,1.0,163.0,R_4
876,933000320524301,KAL584,F,MUSC15,MUSC,-73.33,1500.0,1.0,2.2,3.0,0.0,0.0,1.0,180.0,R_4
877,933000320525342,KAL602,M,MUSC16,MUSC,53.33,1800.0,2.0,1.85,3.0,0.0,0.0,1.0,318.0,R_1
878,933000320525328,KAL607,F,MUSC16,MUSC,33.33,3980.0,4.0,2.25,3.0,0.0,0.0,1.0,168.0,R_3
879,933000320525307,KAL609,M,MUSC16,MUSC,-293.33,2400.0,2.0,1.8,3.0,0.0,0.0,1.0,283.0,R_1
880,933000320525435,KAL613,M,MUSC16,MUSC,-40.0,1120.0,1.0,2.575,3.0,0.0,0.0,1.0,280.0,R_1
881,933000320525450,KAL617,M,MUSC16,MUSC,-220.0,1980.0,1.0,2.625,3.0,0.0,0.0,1.0,252.0,R_1
882,933000320525444,KAL620,F,MUSC16,MUSC,160.0,8640.0,9.0,2.075,3.0,0.0,0.0,1.0,,
883,933000320525494,KAL621,M,MUSC16,MUSC,-46.67,2500.0,2.0,2.625,3.0,0.0,0.0,1.0,270.0,R_2
884,933000320525500,KAL622,M,MUSC16,MUSC,-126.67,4120.0,6.0,2.65,3.0,0.0,0.0,1.0,,
885,933000320697645,KAL642,M,MUSC17,MUSC,-153.33,5160.0,2.0,1.85,3.0,0.0,0.0,1.0,273.0,R_1
886,933000320697641,KAL646,M,MUSC17,MUSC,-173.33,3860.0,2.0,1.65,3.0,0.0,0.0,1.0,278.0,R_1
887,933000320697632,KAL649,M,MUSC17,MUSC,-53.33,5780.0,4.0,2.45,3.0,0.0,0.0,1.0,295.0,R_1
888,933000320697631,KAL650,M,MUSC17,MUSC,86.67,2160.0,6.0,2.05,3.0,0.0,0.0,1.0,268.0,R_1
889,933000320697633,KAL664,F,MUSC17,MUSC,-140.0,2040.0,0.0,2.475,3.0,0.0,0.0,1.0,196.0,R_4
